Date,Open,High,Low,Close,Adj Close,Volume
2010-01-08,129.070007,130.919998,129.050003,130.850006,100.421654,4197200
2010-01-11,131.059998,131.059998,128.669998,129.479996,99.370209,5730400
2010-01-12,129.029999,131.330002,129.000000,130.509995,100.160728,8081500
2010-01-13,130.389999,131.119995,129.160004,130.229996,99.945816,6455400
2010-01-14,130.550003,132.710007,129.910004,132.309998,101.542137,7111800
2010-01-15,132.029999,132.889999,131.089996,131.779999,101.135361,8494400
2010-01-19,131.630005,134.250000,131.559998,134.139999,102.946564,13916200
2010-01-20,130.460007,131.149994,128.949997,130.250000,99.961174,15197500
2010-01-21,130.470001,130.690002,128.059998,129.000000,99.001846,9608600
2010-01-22,128.669998,128.889999,125.370003,125.500000,96.315765,10088600
2010-01-25,126.330002,126.889999,125.709999,126.120003,96.791580,5738500
2010-01-26,125.919998,127.750000,125.410004,125.750000,96.507637,7135300
2010-01-27,125.820000,126.959999,125.040001,126.330002,96.952751,8719200
2010-01-28,127.029999,127.040001,123.050003,123.750000,94.972717,9622200
2010-01-29,124.320000,125.000000,121.900002,122.389999,93.928993,11571200
2010-02-01,123.230003,124.949997,122.779999,124.669998,95.678764,7242900
2010-02-02,124.790001,125.809998,123.949997,125.529999,96.338768,5899900
2010-02-03,125.160004,126.070000,125.070000,125.660004,96.438553,4177100
2010-02-04,125.190002,125.440002,122.900002,123.000000,94.397118,9126900
2010-02-05,123.040001,123.720001,121.830002,123.519997,94.796196,8617000
2010-02-08,123.150002,123.220001,121.739998,121.879997,93.955933,5718500
2010-02-09,122.650002,124.199997,122.459999,123.209999,94.981209,6044500
2010-02-10,122.940002,123.650002,122.209999,122.809998,94.672852,5219100
2010-02-11,122.580002,124.199997,122.059998,123.730003,95.382065,5089000
2010-02-12,123.010002,124.050003,121.610001,124.000000,95.590210,8017700
2010-02-16,124.910004,125.230003,124.110001,125.230003,96.538391,6777300
2010-02-17,125.500000,126.529999,125.209999,126.330002,97.386383,5827400
2010-02-18,126.129997,128.000000,126.000000,127.809998,98.527306,5525900
2010-02-19,127.349998,128.059998,126.870003,127.190002,98.049355,6303100
2010-02-22,127.300003,127.430000,126.309998,126.849998,97.787231,3808100
2010-02-23,126.480003,127.660004,126.000000,126.459999,97.486580,4591900
2010-02-24,127.019997,128.270004,126.809998,127.589996,98.357681,4782000
2010-02-25,126.050003,127.239998,125.570000,127.070000,97.956848,5658700
